;quest_id;st_answ;id_st;st_ans_calif
3159;MX_49;X, because the material gave it weight.;MX.49.437.1;0
3160;MX_49;X, well on a balance is on the bottom and if it can lift the other solution it is more concentrated.;MX.49.453.1;0
3161;MX_49;X, Cup x must have been more concentrated because it is heavier.;MX.49.455.1;0
3162;MX_49;X, usually the heaviest cup on the balance is the most concentrated cup.;MX.49.502.1;0
3163;MX_49;X, I think it is because it heavier. Remember I said I think.;MX.49.527.1;0
3164;MX_49;X, it is heavier.;MX.49.528.1;0
3165;MX_49;X, because it seem more concentrated then y.;MX.49.532.1;0
3166;MX_49;X, cup x because it is more heavy.;MX.49.541.1;1
3167;MX_49;X, I know cup x is the most concentrated because it weighs the most.;MX.49.566.1;0
3168;MX_49;X, I know solution x is more concentrated because it is heavier than solution y.;MX.49.569.1;0
3169;MX_49;X, They added more solute into the solution x than solution y. That is why solution x is heavier.;MX.49.577.1;0
3170;MX_49;X, because x is on the bottom of the weighing thing while y is on the top.;MX.49.613.1;1
3171;MX_49;X, because cup x weighs more than cup y.;MX.49.642.1;0
3172;MX_53;He could see what solid used and he will find out what it is.;MX.53.106.1;0
3173;MX_53;He should look for the solid material in his house or store.;MX.53.113.1;0
3174;MX_53;You can tell by the way the crystals are shaped.;MX.53.157.1;1
3175;MX_53;He can probably look in a book or something to find out. All crystals are different.;MX.53.181.1;0
3176;MX_53;The crystals help him by making solid materials.;MX.53.248.1;0
3177;MX_53;Salt.;MX.53.261.1;0
3178;MX_53;To see if it was Epsom salt, salt, citric acid or calcium chloride.;MX.53.282.1;0
3179;MX_53;I going to put salt and water and leave it for some days and it is going to turn into crystals.;MX.53.347.1;0
3180;MX_53;If you put citric acid the crystals will be like a influx.;MX.53.366.1;0
3181;MX_53;I think it will help be by the shape and what has on it.;MX.53.384.1;1
3182;MX_53;How they look like x means salt.;MX.53.385.1;1
3183;MX_53;Since different materials have different crystals, like salt is a x, then you can figure out what material has the same characteristic shape as the crystal that were from that particular solution, then he knows what material was used.;MX.53.400.1;1
3184;MX_53;Because by the markings and patterns on the crystals your all to identify them.;MX.53.418.1;0
3185;MX_53;Because no 2 crystals are the same.;MX.53.423.1;0
3186;MX_53;Because a crystal identifies the solute!;MX.53.426.1;0
3187;MX_53;He could check the crystals with a magnifying glass.;MX.53.435.1;0
3188;MX_53;If he has a chart he can just match to whichever one it looks like.;MX.53.436.1;1
3189;MX_53;He can mate the crystals to the solid material.;MX.53.438.1;0
3190;MX_53;He would look up that type of crystal in a book and find out what type it is.;MX.53.454.1;0
3191;MX_53;He could match the crystals with other crystals.;MX.53.457.1;0
3192;MX_53;Show them the crystals.;MX.53.458.1;0
3193;MX_53;The crystals might have salt in them.;MX.53.461.1;0
3194;MX_53;He could compare the crystals to other crystals.;MX.53.497.1;0
3195;MX_53;Whatever the crystals look most like.;MX.53.525.1;1
3196;MX_53;He can compare them with other crystals he can make and that will tell him.;MX.53.560.1;0
3197;MX_53;The crystals can identify what solid was used in the solution by its shape.;MX.53.566.1;1
3198;MX_53;He will know because he will see stuff at the bottom.;MX.53.572.1;0
3199;MX_53;You can use your own mixtures and see what it looks like.;MX.53.592.1;0
3200;MX_53;Use all the salt then wait for them to evaporate but in the other trays name them by the salt so he would know which one is which but then there done he can see which one looks like that one.;MX.53.613.1;1
3201;MX_53;Because all solid has different crystals.;MX.53.630.1;0
3202;MX_53;Take other crystals and compare to see which ones are kind of the same.;MX.53.635.1;0
3203;MX_53;How the crystals were shaped and how they looked.;MX.53.637.1;1
3204;MX_53;He can look at them really hard and compare them with others.;MX.53.643.1;1
3205;MX_53;Adam can try to make crystals and if the solution he used makes crystals then that is the same solution his friend used.;MX.53.644.1;0
3206;PS_2a;Because it is sticky!;PS.2a.104.1;0
3207;PS_2a;Because it hits the other side.;PS.2a.107.1;0
3208;PS_2a;Because vibration.;PS.2a.110.1;1
3209;PS_2a;It makes the plucking sound from stretching and then it vibrates and make sound.;PS.2a.111.1;1
3210;PS_2a;Because if you stretch it and let it go it makes a volume.;PS.2a.114.1;0
3211;PS_2a;Plucking is pull.;PS.2a.116.1;0
3212;PS_2a;Because it hits the other part of the rubber band.;PS.2a.118.1;0
3213;PS_2a;Because it vibrates.;PS.2a.138.1;1
3214;PS_2a;Because your making vibrations.;PS.2a.141.1;1
3215;PS_2a;Because it vibrates.;PS.2a.142.1;1
3216;PS_2a;Because the vibrations.;PS.2a.145.1;1
3217;PS_2a;Because it is tight.;PS.2a.152.1;0
3218;PS_2a;Because it is vibrating.;PS.2a.154.1;1
3219;PS_2a;Vibrations.;PS.2a.157.1;1
3220;PS_2a;The rubber band makes a sound because it is on the doorknob.;PS.2a.158.1;0
3221;PS_2a;Because it is like a string.;PS.2a.160.1;0
3222;PS_2a;It vibration.;PS.2a.175.1;1
3223;PS_2a;Because it goes up.;PS.2a.176.1;0
3224;PS_2a;It makes a sound.;PS.2a.179.1;0
3225;PS_2a;Because it is vibrating.;PS.2a.181.1;1
3226;PS_2a;Guitars have wires that makes sound Just like a rubber band.;PS.2a.183.1;0
3227;PS_2a;Because it hits something.;PS.2a.185.1;0
3228;PS_2a;Because your finger smacks on it.;PS.2a.189.1;0
3229;PS_2a;It will make a soft sound.;PS.2a.192.1;0
3230;PS_2a;It vibrates.;PS.2a.193.1;1
3231;PS_2a;It makes noise.;PS.2a.194.1;0
3232;PS_2a;Because it is.;PS.2a.195.1;0
3233;PS_2a;When you let go it vibrates.;PS.2a.212.1;1
3234;PS_2a;Because it is vibrating.;PS.2a.217.1;1
3235;PS_2a;Because it vibrates.;PS.2a.221.1;1
3236;PS_2a;Because each side of the rubber band will snap together.;PS.2a.222.1;0
3237;PS_2a;Because it vibrates.;PS.2a.223.1;1
3238;PS_2a;It makes it louder.;PS.2a.225.1;0
3239;PS_2a;It is vibrating.;PS.2a.230.1;1
3240;PS_2a;If you have something close to the rubber band it would hit it and make noise.;PS.2a.255.1;0
3241;PS_2a;Because vibration runs through it.;PS.2a.261.1;1
3242;PS_2a;Because you stretch it and then it is tight.;PS.2a.263.1;0
3243;PS_2a;Because each side hits each other and make noise.;PS.2a.313.1;0
3244;PS_2a;It vibrates off the other side.;PS.2a.320.1;0
3245;PS_2a;Low.;PS.2a.322.1;0
3246;PS_2a;Because of the vibration.;PS.2a.323.1;1
3247;PS_2a;It cuts through.;PS.2a.325.1;0
3248;PS_2a;When you let it go you can see it make a vibration that makes the sound.;PS.2a.328.1;1
3249;PS_2a;There is vibrations.;PS.2a.329.1;1
3250;PS_2a;The rubber band is low.;PS.2a.333.1;0
3251;PS_2a;It is like a guitar string only rubber.;PS.2a.334.1;0
3252;PS_2a;By the vibrations.;PS.2a.384.1;1
3253;PS_2a;The rubber band would make a high pitch.;PS.2a.391.1;0
3254;PS_2a;Because the rubber band vibrates.;PS.2a.400.1;1
3255;PS_2a;Because the rubber band is vibrating.;PS.2a.401.1;1
3256;PS_2a;Because when you pluck it it makes the vibrations and vibrations make sound.;PS.2a.452.1;1
3257;PS_2a;Because the 2 parts bump against each other.;PS.2a.454.1;0
3258;PS_2a;Because it is vibrating.;PS.2a.455.1;1
3259;PS_2a;It moves fast enough to make a sound.;PS.2a.457.1;1
3260;PS_2a;Because of the vibrations it makes.;PS.2a.459.1;1
3261;PS_2a;Because there is a vibration on the rubber band.;PS.2a.461.1;1
3262;PS_2a;Because all things make sound.;PS.2a.464.1;0
3263;PS_2a;A rhythm.;PS.2a.466.1;0
3264;PS_2a;It will make a soft sound.;PS.2a.468.1;0
3265;PS_2a;A rubber band makes a sound because vibration are made and sounds come from vibrations.;PS.2a.469.1;1
3266;PS_2a;Because it hit the top and makes it vibrate.;PS.2a.488.1;1
3267;PS_2a;Because you stretch it, then you pluck it.;PS.2a.490.1;0
3268;PS_2a;Because our hand is causing it to make a sound.;PS.2a.491.1;0
3269;PS_2a;Because when you pluck it the rudder band touches the top part.;PS.2a.494.1;0
3270;PS_2a;Because it rubber.;PS.2a.495.1;0
3271;PS_2a;It hit the first one.;PS.2a.497.1;0
3272;PS_2a;Because it vibrates.;PS.2a.499.1;1
3273;PS_2a;Because it is vibrating.;PS.2a.501.1;1
3274;PS_2a;When you pull it and it hits the other part.;PS.2a.502.1;0
3275;PS_2a;Because it hits the top.;PS.2a.508.1;0
3276;PS_2a;Because you make it vibrate.;PS.2a.523.1;1
3277;PS_2a;Because it vibrates.;PS.2a.524.1;1
3278;PS_2a;It hits your finger.;PS.2a.526.1;0
3279;PS_2a;Because the rubber band vibrated, and vibration caused sound.;PS.2a.528.1;1
3280;PS_2a;Because of the vibration.;PS.2a.531.1;1
3281;PS_2a;It does that because it vibrates.;PS.2a.532.1;1
3282;PS_2a;Because it is vibrating.;PS.2a.533.1;1
3283;PS_2a;Because there is a vibration.;PS.2a.536.1;1
3284;PS_2a;Because it is vibrating.;PS.2a.537.1;1
3285;PS_2a;Because it vibrates.;PS.2a.539.1;1
3286;PS_2a;Because if you pull it, it goes like that.;PS.2a.557.1;0
3287;PS_2a;Because it snaps together.;PS.2a.561.1;0
3288;PS_2a;Because it is gently.;PS.2a.562.1;0
3289;PS_2a;Because it snaps.;PS.2a.563.1;0
3290;PS_2a;Pull it.;PS.2a.567.1;0
3291;PS_2a;It makes the sound softer.;PS.2a.569.1;0
3292;PS_2a;It is rubber.;PS.2a.571.1;0
3293;PS_2a;You pulled and it flies.;PS.2a.572.1;0
3294;PS_2a;It makes sound.;PS.2a.574.1;0
3295;PS_2a;Because of the vibration.;PS.2a.593.1;1
3296;PS_2a;It will make a doom sound.;PS.2a.595.1;0
3297;PS_2a;Because it vibrates.;PS.2a.596.1;1
3298;PS_2a;When you pluck a rubber band and let it go it moves back and forth which makes it vibrate.;PS.2a.599.1;1
3299;PS_2a;Because you can make you hand is hurt.;PS.2a.600.1;0
3300;PS_2a;I think because it vibrating.;PS.2a.602.1;1
3301;PS_2a;It will say: dinininin!;PS.2a.603.1;0
3302;PS_2a;It moves back and forth makes vibration.;PS.2a.607.1;1
3303;PS_2a;Because it is making vibration.;PS.2a.610.1;1
3304;PS_2a;Because it hits your Finger.;PS.2a.626.1;0
3305;PS_2a;It makes a sound because it vibrates.;PS.2a.629.1;1
3306;PS_2a;Because when you pull it. It hits your thumb.;PS.2a.633.1;0
3307;PS_2a;Sound like Pum!;PS.2a.642.1;0
3308;PS_2a;So it could a sound.;PS.2a.643.1;0
3309;PS_2a;Because it vibrates and vibration makes Sound.;PS.2a.644.1;1
3310;PS_45b;Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.;PS.45b.101.1;0
3311;PS_45b;Sammy - If it will be soft or low or high or low the pitch will be different sound! Some will be loud or low!;PS.45b.104.1;0
3312;PS_45b;Nathaniel - I picked Nathaniel because he has wood only. And Sammy has plastic metal and wood.;PS.45b.107.1;0
3313;PS_45b;Daniel - Because he dropped a popsicle.;PS.45b.110.1;0
3314;PS_45b;Nathaniel - I picked Nathaniel because a wooden blocks has a low sound and Sammy wants to use blocks made of plastic, metal, and wood. And the objects will make a low sound.;PS.45b.111.1;0
3315;PS_45b;Sammy - Because the metal and wood makes a louder sound kind of like vibration.;PS.45b.114.1;0
3316;PS_45b;Nathaniel - Nathaniel is using block because the block are bigger to drop in the chamber to play.;PS.45b.116.1;0
3317;PS_45b;Nathaniel - Because it is harder than made of plastic.;PS.45b.118.1;0
3318;PS_45b;Sammy - Because plastic, wood and metal do not sound the same.;PS.45b.138.1;0
3319;PS_45b;Because what if there is only one metal item and you drop it and you hear metal.;PS.45b.141.1;0
3320;PS_45b;Sammy - Because if they are the same material you would have to figure what size it was and which one it was, you would be able to tell easier if it was plastic, metal, or wood.;PS.45b.142.1;0
3321;PS_45b;Sammy - Because if it was same blocks just different sizes you would not know which sound it was so makes it harder but with Sammy idea they would be different so that is easy so Sammy.;PS.45b.145.1;1
3322;PS_45b;Sammy - Because it is different material and it is easier and it is easier because if it was Nathaniel's it would be harder because it is the same material and it all sounds alike.;PS.45b.146.1;0
3323;PS_45b;Nathaniel - Nathaniel's because it is wood and it is different sizes.;PS.45b.152.1;0
3324;PS_45b;Sammy - Because they are not the same material.;PS.45b.154.1;0
3325;PS_45b;Sammy - Sammy it would be easier because plastic is difference to wood.;PS.45b.157.1;0
3326;PS_45b;Sammys - Because there are different sounds with Sammy's idea.;PS.45b.160.1;0
3327;PS_45b;Nathaniel's - Because they all sound the same.;PS.45b.171.1;0
3328;PS_45b;Sammy - Because the plastic, metal wood might sound different!;PS.45b.172.1;0
3329;PS_45b;Sammy - Because they are different things.;PS.45b.175.1;0
3330;PS_45b;Sammy's - Sammy's because they are all different.;PS.45b.176.1;0
3331;PS_45b;Sammy - Because Sammy's idea is better because Sammy is different kind of blocks and Nathaniel is just one kind of block but they are different size.;PS.45b.181.1;0
3332;PS_45b;Nathaniel - Because metal is close to the same sound of the other metals.;PS.45b.183.1;0
3333;PS_45b;Nathaniel - Because it is wood.;PS.45b.185.1;0
3334;PS_45b;Sammy - Because plastic, metal, and wood have different sounds so it will be easier.;PS.45b.189.1;0
3335;PS_45b;Sammy - Because Sammy's idea would be easier than Nathaniel's idea.;PS.45b.192.1;0
3336;PS_45b;Sammy's - Sammy's, they are made out of different things.;PS.45b.193.1;0
3337;PS_45b;Nathaniel - I think because his has these things wooden, blocks.;PS.45b.194.1;0
3338;PS_45b;Nathaniel - Nathaniel because, Sammy is softer, and if the plastic is too soft, it will not make a sound, and he or her will not be able to hear it.;PS.45b.195.1;0
3339;PS_45b;Nathaniel - Because wood all sounds the same but different sizes. Like a big wood and small piece kind of sound the same.;PS.45b.212.1;0
3340;PS_45b;Sammy - Because the blocks are made of different material.;PS.45b.217.1;0
3341;PS_45b;Sammy - Because those are all different materials.;PS.45b.221.1;0
3342;PS_45b;Nathaniel - Because plastic and metal make different noises than just wood.;PS.45b.222.1;0
3343;PS_45b;Sammy's idea - Because using things all made of wood would be harder to discriminate.;PS.45b.223.1;0
3344;PS_45b;Sammy - Because plastic, metal, and wood has different sounds and just wood would make the same sound.;PS.45b.225.1;0
3345;PS_45b;Sammy - Because if you used blocks made of plastic metal and wood because it would make a differing noise so it would be easier to know.;PS.45b.230.1;0
3346;PS_45b;Sammy - Because if you have different objects for different words it would make more sense.;PS.45b.255.1;0
3347;PS_45b;Nathaniel - Because a big triangle block would sound the same as a little square block.;PS.45b.261.1;0
3348;PS_45b;Sammy's - Because they sound different.;PS.45b.263.1;0
3349;PS_45b;Sammy - Because wood blocks of different shapes and sizes would sound the same so Sammy's is better.;PS.45b.313.1;0
3350;PS_45b;Sammy - Because you could get down easy.;PS.45b.319.1;0
3351;PS_45b;Nathaniel - Because it is all the same thing.;PS.45b.320.1;0
3352;PS_45b;Sammy - Because you need difference thing.;PS.45b.322.1;0
3353;PS_45b;Sammy - Because you know that metal and wood and plastic is better than Nathaniel.;PS.45b.323.1;0
3354;PS_45b;Sammy - Because Nathaniel is not the same sizes and Sammy's will.;PS.45b.325.1;0
3355;PS_45b;Sammy - I think that it would be easier to to tell apart plastic metal, and wood because metal makes a metallic sound plastic makes a clicky sound and wood blocks make a bangy sound.;PS.45b.328.1;0
3356;PS_45b;Sammy's - The all wood would just sound the same.;PS.45b.329.1;0
3357;PS_45b;Sammy - Why I think Sammy's idea is better because you can tell if you drop metal in the.;PS.45b.331.1;0
3358;PS_45b;Sammy - Sammy's method because if we use wood blocks of different sizes then some of the block could sound the same and wood, metal, plastic sound different.;PS.45b.333.1;1
3359;PS_45b;Nathaniel - Because Nathaniel wants to put blocks of different sizes and it will make a different sound by the length.;PS.45b.384.1;0
3360;PS_45b;Sammy - Sammy's idea would be much more easier because if you did it with shapes and sizes it would be hard to hear.;PS.45b.391.1;0
3361;PS_45b;Sammy's - Nathaniel's idea would not work because it is the same material, wood that would make the same sound. Sammy's idea would work because there is different materials.;PS.45b.400.1;0
3362;PS_45b;Sammy - Because metal, wood and plastic make different sounds.;PS.45b.401.1;0
3363;PS_45b;Sammy's - Because Sammy's idea uses different materials with different sounds. But Nathaniel uses the same materials with the same sounds.;PS.45b.452.1;0
3364;PS_45b;Sammy - Because plastic, metal, and wood is different.;PS.45b.454.1;0
3365;PS_45b;Sammy - Sammy's idea is easier because if they are using different materials and Nathaniel's idea is only using wood, then you can not really tell them apart even if they are different sizes.;PS.45b.455.1;0
3366;PS_45b;Sammy's - Because the materials he mentioned were all different. So if they are all different you can tell the difference between them.;PS.45b.459.1;0
3367;PS_45b;Sammy - Because if it were all the same material it would all sound the same but Sammy used different materials to make things sound different.;PS.45b.461.1;0
3368;PS_45b;Sammy - Because they all do not sound the same.;PS.45b.464.1;0
3369;PS_45b;Sammy - Because a material has a sound. Like cardboard makes a thump and metal makes a ring. So since Sammy has different material, we could discriminate thing easier.;PS.45b.466.1;0
3370;PS_45b;Sammy - Sammy because wooden blocks will make the same sound and Sammy's code will work because plastic, metal and wood will not make the same sound.;PS.45b.468.1;0
3371;PS_45b;Sammy's - Because Sammy's method uses different kinds of blocks and it is easy to discriminate things made of different things than discriminate things all made of one thing.;PS.45b.469.1;0
3372;PS_45b;Sammy - One is made out of wood and the different material.;PS.45b.486.1;0
3373;PS_45b;Sammy - Because metal makes a very loud sound.;PS.45b.488.1;0
3374;PS_45b;Sammy - I thought Sammy's idea was easier because different sizes and shapes is harder.;PS.45b.490.1;0
3375;PS_45b;Sammy - Because they are made out of different stuff.;PS.45b.491.1;0
3376;PS_45b;Sammy - Because they are different things so you can tell what they are because they are different and just wood kind of makes the same sound.;PS.45b.494.1;0
3377;PS_45b;Sammy - I think, Sammy because it has different materials and different sounds.;PS.45b.495.1;0
3378;PS_45b;Sammy - Sammy got metal stuff.;PS.45b.497.1;0
3379;PS_45b;Sammy - I chose Sammy because you can tell the difference of plastic metal blocks of wood.;PS.45b.499.1;0
3380;PS_45b;Sammy - Sammy is easier to tell the difference because it made it out of different thing.;PS.45b.501.1;0
3381;PS_45b;Sammy - Because if you put just wood stuff you will not be able to tell what it is.;PS.45b.502.1;0
3382;PS_45b;Sammy - It is Sammy.;PS.45b.504.1;0
3383;PS_45b;Nathaniel - Because bigger stuff wood blocks.;PS.45b.505.1;0
3384;PS_45b;Nathaniel - Because the thing will be big or small.;PS.45b.508.1;0
3385;PS_45b;Sammy - Because they are all different kinds of material.;PS.45b.524.1;0
3386;PS_45b;Sammy - Because they all are different sound with Sammy but Nathaniel make all the same sounds.;PS.45b.526.1;0
3387;PS_45b;Because Sammy used lots of different objects, plastic, metal, wood, Nathaniel thinks you should use the same object, just different shapes.;PS.45b.528.1;0
3388;PS_45b;Sammy - Because it is all kinds of stuff and Nathaniel is all wood it is hard to tell.;PS.45b.531.1;0
3389;PS_45b;Sammy - Sammy's is easier because Sammy's idea has metal, plastic, and wood so it would be easier to discriminate the properties of the objects.;PS.45b.532.1;0
3390;PS_45b;Sammy - Because plastic, metal, and wood are different materials. And Nathaniel's code would be harder.;PS.45b.533.1;0
3391;PS_45b;Nathaniel - Because they are all different shapes and sizes so they are easier to discriminate.;PS.45b.536.1;0
3392;PS_45b;Sammy's - Because the blocks are made of different things instead of just wood and wood sounds the same.;PS.45b.537.1;0
3393;PS_45b;Sammy - Because Sammy has all different things. And it is easy to discriminate.;PS.45b.539.1;0
3394;PS_45b;Sammy - Because they to are not the same sounds.;PS.45b.557.1;0
3395;PS_45b;Both - Because wooden blocks are just like Sammy's blocks.;PS.45b.562.1;0
3396;PS_45b;Sammy - Because they all sound different and blocks sound the same.;PS.45b.563.1;0
3397;PS_45b;Sammy - Because Sammy idea is right different sounds is different thing and makes the other person do not know it.;PS.45b.567.1;0
3398;PS_45b;Sammy's - I choose Sammy's because the sounds sound different.;PS.45b.571.1;0
3399;PS_45b;Sammy - I think Sammy is better because it make a really hard code. Nathaniel does not makes a hard code.;PS.45b.572.1;0
3400;PS_45b;Sammy - If you do not know what the thing then you need.;PS.45b.574.1;0
3401;PS_45b;Sammy - Because he uses a lot of different items.;PS.45b.593.1;0
3402;PS_45b;Sammy - Because you can tell the difference of metal, plastic, and wood. You know it is ding for metal and bom for plastic and hock for wood.;PS.45b.595.1;0
3403;PS_45b;Nathaniel - I choose Nathaniel because his idea sounds better than Sammy's because using other kinds of block might be a bad idea.;PS.45b.596.1;0
3404;PS_45b;Sammy's - Sammy's method is easier because plastic, metal, and wood sound different and Nathaniel's method is not that easy because she is using wood and sound the same.;PS.45b.599.1;0
3405;PS_45b;Sammy - Because if you know the sound that you hear it before.;PS.45b.600.1;0
3406;PS_45b;Sammy - Sammy will make it easier because you can tell the sound of blocks and the sound of metal.;PS.45b.602.1;0
3407;PS_45b;Sammy - Because when you drop something in the drop chamber it will be making sound.;PS.45b.603.1;0
3408;PS_45b;Sammy - Sammy's idea is much easier because the method is made of metal, wood, plastic. But Nathaniel is all wood, even though the shapes are different it would be the same sound and will be complicated for Sammy to guess. So I think Sammy's idea is much easier.;PS.45b.605.1;1
3409;PS_45b;Sammy's - Because if you use wooden blocks, then it all sound the same and it is difficult to tell which is which.;PS.45b.607.1;0
3410;PS_45b;Sammy's - Because you are going to hear the difference easier.;PS.45b.610.1;0
3411;PS_45b;Nathaniel - Because it would be easier to use different shapes and sizes to detect sounds.;PS.45b.626.1;0
3412;PS_45b;Sammy - Because with this method you can get used to sounds.;PS.45b.629.1;0
3413;PS_45b;Sammy - Because they are different and different material.;PS.45b.633.1;0
3414;PS_45b;Sammy - Because he wanted to use plastic, metal, and wood.;PS.45b.642.1;0
3415;PS_45b;Sammy - Because you could know what is the difference of sounds.;PS.45b.643.1;0
3416;PS_45b;Nathaniel - Because wood is one material wood, plastic and other materials.;PS.45b.644.1;0
3417;PS_44;The small string has the highest pitch than the long one.;PS.44.104.1;1
3418;PS_44;It is different because the little string makes a height sound.;PS.44.105.1;1
3419;PS_44;The long string is low. And the short string is high.;PS.44.107.1;1
3420;PS_44;If the small one is high the big one is low that is what it is for the harp.;PS.44.110.1;1
3421;PS_44;The short string, will make a high sound and a long string will make a low sound. The short string and the long string are different because they are high and low.;PS.44.111.1;1
3422;PS_44;If you pluck it make a volume.;PS.44.114.1;0
3423;PS_44;A short string being plucked is different than the long string being plucked because the long string has the lowest pitch. And the shortest has the highest pitch.;PS.44.118.1;1
3424;PS_44;A little string has a high pitch and a big string has a low pitch.;PS.44.138.1;1
3425;PS_44;A short string the vibrations go faster so there is a higher pitch.;PS.44.141.1;1
3426;PS_44;It is different because the short string has a high pitch and the long string has a low pitch.;PS.44.142.1;1
3427;PS_44;Short string high pitch, long string low pitch.;PS.44.146.1;1
3428;PS_44;Because the long one has a lower pitch the littler one has a higher pitch.;PS.44.152.1;1
3429;PS_44;How it different is the shorter string has a higher pitch and the long string make a low pitch.;PS.44.154.1;1
3430;PS_44;The long string is lower and the short string is louder.;PS.44.157.1;1
3431;PS_44;A long string makes a low sound and a short string makes a high sound.;PS.44.160.1;1
3432;PS_44;The siren makes it louder.;PS.44.171.1;0
3433;PS_44;The long one makes a lower sound but the short one be higher.;PS.44.176.1;1
3434;PS_44;A shorter string makes a lower pitch and a longer string makes a higher pitch.;PS.44.181.1;0
3435;PS_44;Smaller string has high pitch and bigger string has lower pitch.;PS.44.183.1;1
3436;PS_44;It will be too low if you pluck the short string. It is loud when you pluck the long string.;PS.44.184.1;0
3437;PS_44;Lowest string has the highest pitch. Highest string has the lowest pitch.;PS.44.185.1;1
3438;PS_44;Because if you pluck a short string it will make a high pitch.;PS.44.189.1;1
3439;PS_44;The littler string is louder then the big string.;PS.44.191.1;0
3440;PS_44;When you plucked the shorter string it makes a higher.;PS.44.192.1;1
3441;PS_44;The short string is high and the long one is lower.;PS.44.193.1;1
3442;PS_44;The long string is going to be lower, the shorter string is going to be higher.;PS.44.195.1;1
3443;PS_44;The small string has a higher pitch because you pluck it and it goes so fast that it has a high pitch.;PS.44.212.1;1
3444;PS_44;The long strings make a low pitch sound because the string is long than the others.;PS.44.217.1;1
3445;PS_44;The sound of a short string is like a ding a long string sounds like a dong.;PS.44.221.1;1
3446;PS_44;The longer string is lower and the shorter string is higher.;PS.44.222.1;1
3447;PS_44;The shorter strings make a higher sound because the vibrations do not travel as long.;PS.44.223.1;1
3448;PS_44;The short string has a higher pitch the long string has a lower pitch.;PS.44.228.1;1
3449;PS_44;The longer the string the lower the pitch.;PS.44.230.1;1
3450;PS_44;The small side would have a high pitch Because it vibrates faster.;PS.44.241.1;1
3451;PS_44;Well when you pluck the small string it is a louder pitch Because the smaller string is higher the pitch the Bigger the string the lower the pitch.;PS.44.249.1;1
3452;PS_44;Long will make a higher pitch short will make a lower pitch.;PS.44.261.1;0
3453;PS_44;The short string has a higher pitch. The longer string has a lower pitch.;PS.44.263.1;1
3454;PS_44;The short string will be High and the long string will be low.;PS.44.313.1;1
3455;PS_44;A short string makes a low note because it has less room to vibrate.;PS.44.314.1;0
3456;PS_44;The short one is louder than the long one.;PS.44.316.1;0
3457;PS_44;A long string has more room to vibrate so it makes a low sound and it is opposite for a short string.;PS.44.317.1;1
3458;PS_44;Because the short one has more air so when you hit it it bring a low sound.;PS.44.319.1;0
3459;PS_44;The long string got more room to vibrate than the little string.;PS.44.320.1;0
3460;PS_44;A short string is a higher pitch than lengthier string.;PS.44.323.1;1
3461;PS_44;The longer string is low and the shorter string is high.;PS.44.328.1;1
3462;PS_44;It could be higher.;PS.44.329.1;1
3463;PS_44;The short one would be louder. The long one would be quieter.;PS.44.332.1;0
3464;PS_44;The longer string will make a lower sound. And the smaller string makes a Higher sound.;PS.44.333.1;1
3465;PS_44;The short string will make a sound that is high and the long string is low.;PS.44.334.1;1
3466;PS_12;Because if you bang it on the wood it starts to make a weird sound! But if you put it in water, you can see that it is moving because the water goes swash so you can see it move.;PS.12.101.1;0
3467;PS_12;By a ping pong ball, a table, a cup full of water, and most of all hitting it too hard.;PS.12.114.1;0
3468;PS_12;Because it vibrates in the water.;PS.12.118.1;0
3469;PS_12;Because it was vibrating. I do not know what it means!;PS.12.138.1;0
3470;PS_12;Because there are vibrations and vibration more and so it was moving in the water so it made it splash.;PS.12.141.1;0
3471;PS_12;By hitting the fork and putting it in the water.;PS.12.154.1;0
3472;PS_12;Because if it splashes it is vibrating so she knows now.;PS.12.171.1;0
3473;PS_12;The vibration that the tuning fork makes.;PS.12.181.1;0
3474;PS_12;Vibrations did.;PS.12.189.1;0
3475;PS_12;Because when you hit it vibrates and it vibrates in the water.;PS.12.212.1;0
3476;PS_12;Because it is the vibration making it splash.;PS.12.221.1;1
3477;PS_12;Because the vibration makes the water splash.;PS.12.222.1;0
3478;PS_12;It vibrates because you hit it against something hard.;PS.12.225.1;0
3479;PS_12;The tuning fork is metal so when you hit the tuning fork it vibrates to make sound.;PS.12.249.1;1
3480;PS_12;Because after Mary hit it on a table it vibrated and the vibration made the water splash!;PS.12.255.1;1
3481;PS_12;Because When you put the tuning fork in the water you can see the vibrations.;PS.12.263.1;0
3482;PS_12;Because you hit it on a wood and that make it vibrate.;PS.12.323.1;0
3483;PS_12;Volume - It got louder. When it splashed it got a kind of noise - quiet noise.;PS.12.332.1;0
3484;PS_12;Because when you hit the tuning fork makes waves.;PS.12.384.1;0
3485;PS_12;Seeing what happens helps understand because you can see what is happening when you do it.;PS.12.459.1;0
3486;PS_12;The vibrations are like digging in the water and make a sound zzzzz!;PS.12.466.1;1
3487;PS_12;The sound waves travel through the water.;PS.12.486.1;0
3488;PS_12;Because when she hit the tuning against the table and put it in a cup of water and the water splashed.;PS.12.495.1;0
3489;PS_12;Sound travel through water.;PS.12.504.1;0
3490;PS_12;Because it vibrated so since that vibrated she noticed the splash and she thought it must of been vibration.;PS.12.524.1;0
3491;PS_12;Because if you put it in the water it has volume and volume helps make sound.;PS.12.531.1;0
